BA,Boeing Co/The,,,,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,,
JOB,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG INDUSTRY,UNADJUSTED HOURLY AVG,UNADJUSTED HOURLY AVG INDUSTRY,Lockheed Martin Corp,Northrop Grumman Corp,Honeywell International Inc,Raytheon Co,L-3 Communications Holdings Inc,United Technologies Corp,Rockwell Collins Inc,General Dynamics Corp,Textron Inc,Orbital ATK Inc,B/E Aerospace Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCORE,MAX
manager,28.88,30.58,45.00,36.03,30.66,38.56,27.53,19.94,49.85,34.38,,25.96,36.73,33.25,36.16,35.19,26.71,55.67,17.37,50.68,26.64,16.75,28.20,41.86,10.40,,,28.19,20.80,32.11,29.02,15.71,78.67,17.00,10.63,34.77,30.35,20.61,19.79,,,,,,,,,,,,,,,,17,33
sales associate,7.58,8.47,8.40,9.38,7.82,9.23,7.70,7.84,,9.24,9.72,7.54,7.51,10.67,8.09,7.86,7.10,,7.87,,8.29,8.45,7.47,8.17,7.58,11.89,7.20,8.80,8.24,13.63,8.14,8.18,,7.18,8.75,,9.74,7.68,6.39,,9.53,,,,,,,,,,,,,,8,32
stock clerk,7.47,7.57,8.26,9.15,7.51,,6.74,8.63,,,,,,,,7.96,6.27,,7.61,,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
stocker,7.70,8.07,8.76,9.20,8.79,9.01,5.40,8.27,,,,7.87,,10.70,,,,,8.06,,,,8.00,,,,,,,,7.89,,,7.13,,,,,,,,,,,,,,,,,,,,,3,11
store manager,26.40,27.89,29.23,30.57,29.24,39.35,26.75,43.30,,33.29,31.67,29.37,28.96,41.18,38.53,24.54,30.88,,28.61,,23.28,35.93,27.98,29.31,22.11,39.15,33.00,22.12,20.87,,18.58,25.15,,19.56,24.46,,19.06,16.61,18.10,17.21,,,,,,,,,,,,,,,14,31
team member,7.38,8.41,8.33,9.42,7.27,10.29,,8.07,,9.05,,7.66,,11.28,9.00,,7.37,,7.90,,,,7.60,,,,7.39,,,,,,,,9.02,,,,,,,,,,,,,,,,,,,,3,13
SCORE,35.7,117/328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIG,Signet Jewelers Ltd,,,,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,,
JOB,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG INDUSTRY,UNADJUSTED HOURLY AVG,UNADJUSTED HOURLY AVG INDUSTRY,Gap Inc/The,Home Depot Inc/The,Macy's Inc,Target Corp,Amazon.com Inc,Best Buy Co Inc,Nordstrom Inc,Kohl's Corp,Staples Inc,Lowe's Cos Inc,JC Penney Co Inc,L Brands Inc,TJX Cos Inc/The,Expedia Inc,Bed Bath & Beyond Inc,Groupon Inc,Williams-Sonoma Inc,Ross Stores Inc,Dick's Sporting Goods Inc,Michaels Cos Inc/The,Office Depot Inc,Urban Outfitters Inc,Dillard's Inc,Burlington Stores Inc,Advance Auto Parts Inc,AutoZone Inc,CarMax Inc,Dollar General Corp,Ulta Salon Cosmetics & Fragrance Inc,Netflix Inc,Dollar Tree Inc,Tractor Supply Co,TripAdvisor Inc,GameStop Corp,Foot Locker Inc,O'Reilly Automotive Inc,Cabela's Inc,,,,,,,,,,,,,,SCORE,MAX
assistant manager,12.38,17.81,13.48,19.70,17.22,25.52,18.64,22.61,17.45,25.32,14.04,24.01,17.72,25.66,26.39,18.08,21.03,,23.52,,15.53,16.22,21.06,17.88,18.68,15.11,25.27,21.77,14.36,12.78,19.54,10.62,14.39,,9.46,14.88,,10.99,8.40,11.07,,,,,,,,,,,,,,,6,33
associate,10.00,8.74,9.93,9.79,8.89,8.64,8.26,9.11,11.41,8.50,9.46,8.26,,10.69,8.30,8.15,7.51,,8.13,,8.41,7.60,8.69,8.30,8.64,8.17,,8.63,,,,8.39,,,,,,,8.77,,,,,,,,,,,,,,,,21,23
general manager,26.60,30.12,28.11,34.36,26.71,33.71,39.55,,,42.23,,,28.68,,36.83,,,,26.72,,26.67,,,19.80,,,,,20.49,,48.20,19.86,25.62,,,,,,,,,,,,,,,,,,,,,,5,14
key holder,7.77,9.34,9.38,9.88,9.54,,,,,,,,,,,10.92,,,,,,,,,10.69,,,,9.04,,,8.56,10.08,,,,,8.08,,,,,,,,,,,,,,,,,1,8
manager,30.35,30.58,29.02,36.03,30.66,38.56,27.53,19.94,49.85,34.38,,25.96,36.73,33.25,36.16,35.19,26.71,55.67,17.37,50.68,26.64,28.88,16.75,28.20,41.86,10.40,,,28.19,20.80,32.11,29.02,15.71,78.67,17.00,10.63,34.77,20.61,19.79,,,,,,,,,,,,,,,,19,33
sales,10.00,10.52,10.44,11.84,8.69,9.91,9.00,14.66,,11.19,7.82,7.70,,9.60,13.88,9.82,,,8.00,15.87,,,12.29,7.94,,,,,13.36,8.70,14.88,,,,,,,,7.72,9.45,,,,,,,,,,,,,,,13,20
sales associate,9.74,8.47,10.49,9.38,7.82,9.23,7.70,7.84,,9.24,9.72,7.54,7.51,10.67,8.09,7.86,7.10,,7.87,,8.29,7.58,8.45,7.47,8.17,7.58,11.89,7.20,8.80,8.24,13.63,8.14,8.18,,7.18,8.75,,7.68,6.39,,9.53,,,,,,,,,,,,,,29,32
software engineer < 3 years,42.29,38.55,38.77,46.17,39.90,26.00,23.33,25.93,41.11,,41.16,27.67,32.63,38.58,,,32.16,40.84,,49.17,34.13,,,,43.20,,,,47.64,38.21,,,,76.38,,,32.19,,,,,,,,,,,,,,,,,,15,19
store manager,19.06,27.89,20.52,30.57,29.24,39.35,26.75,43.30,,33.29,31.67,29.37,28.96,41.18,38.53,24.54,30.88,,28.61,,23.28,26.40,35.93,27.98,29.31,22.11,39.15,33.00,22.12,20.87,,18.58,25.15,,19.56,24.46,,16.61,18.10,17.21,,,,,,,,,,,,,,,5,31
SCORE,53.5,114/213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLS,Staples Inc,,,,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,,
JOB,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG INDUSTRY,UNADJUSTED HOURLY AVG,UNADJUSTED HOURLY AVG INDUSTRY,Gap Inc/The,Home Depot Inc/The,Macy's Inc,Target Corp,Amazon.com Inc,Best Buy Co Inc,Nordstrom Inc,Kohl's Corp,Lowe's Cos Inc,JC Penney Co Inc,L Brands Inc,TJX Cos Inc/The,Expedia Inc,Bed Bath & Beyond Inc,Groupon Inc,Williams-Sonoma Inc,Ross Stores Inc,Dick's Sporting Goods Inc,Michaels Cos Inc/The,Office Depot Inc,Urban Outfitters Inc,Dillard's Inc,Burlington Stores Inc,Advance Auto Parts Inc,AutoZone Inc,CarMax Inc,Dollar General Corp,Ulta Salon Cosmetics & Fragrance Inc,Netflix Inc,Dollar Tree Inc,Tractor Supply Co,TripAdvisor Inc,Signet Jewelers Ltd,GameStop Corp,Foot Locker Inc,O'Reilly Automotive Inc,Cabela's Inc,,,,,,,,,,,,,,SCORE,MAX
account executive,23.25,23.99,28.83,29.51,,,,,30.76,,,,,,,,,,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
account manager,17.69,24.51,21.77,28.67,,,,,31.17,22.70,,,,,,,36.29,,17.38,,,,,,,,,21.81,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6
accountant,20.47,27.37,30.30,33.69,,,,26.83,35.74,,,,,,,,26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
analyst,26.00,28.76,38.09,33.42,21.89,33.28,20.96,31.00,,29.42,30.15,,37.35,,,,29.28,,,,,,,,,,,,,,28.31,,,,,,,,,,,,,,,,,,,,,,,,3,10
assistant manager,17.72,17.81,20.12,19.70,17.22,25.52,18.64,22.61,17.45,25.32,14.04,24.01,25.66,26.39,18.08,21.03,,23.52,,15.53,16.22,21.06,17.88,18.68,15.11,25.27,21.77,14.36,12.78,19.54,10.62,14.39,,9.46,14.88,,12.38,10.99,8.40,11.07,,,,,,,,,,,,,,,17,33
business analyst,23.16,30.78,32.01,34.94,,36.00,28.77,27.68,31.98,31.55,28.18,33.00,,34.66,,29.24,33.74,,31.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12
cashier,7.68,8.12,8.97,9.10,7.70,8.62,7.21,7.78,,8.24,8.91,7.38,10.82,,8.12,7.01,,7.31,,,7.52,7.92,7.37,8.26,8.07,11.55,7.06,,,,7.84,8.43,,7.16,8.56,,,8.70,6.36,,9.42,,,,,,,,,,,,,,10,26
category manager,30.18,24.49,45.89,30.53,,,,17.77,,,,,,,15.73,,,,,,,,,34.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
customer service manager,11.06,12.35,12.80,13.64,13.30,12.69,12.63,9.61,18.93,9.28,14.26,11.13,13.51,8.16,,9.58,,13.64,,,,9.26,11.45,13.35,,10.92,8.90,,8.83,,,,26.50,,,,,,,,,,,,,,,,,,,,,,9,20
customer service representative,10.16,9.99,11.29,10.94,8.15,10.93,9.84,9.48,11.91,9.44,11.66,9.00,10.24,8.57,9.50,8.55,,8.16,13.00,11.17,8.71,9.33,,9.69,10.83,10.69,,,8.41,,,,12.85,,,,,,,,9.60,,,,,,,,,,,,,,15,24
database analyst,34.82,39.66,46.83,50.73,,,45.58,,47.07,,,,,,,37.51,42.22,38.53,44.19,32.46,,,,,,,,,34.54,,,,,,,,,,,,,,,,,,,,,,,,,,3,9
delivery driver,16.14,11.86,17.19,12.49,,,,,,14.41,,,14.01,,,,,,,,,,,,,,,8.78,9.19,,,,,,,,,,,8.65,,,,,,,,,,,,,,,6,6
financial analyst,26.42,31.26,36.36,36.93,24.77,32.69,18.31,39.50,37.59,36.51,27.79,30.21,41.75,,39.78,21.17,34.59,,,26.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14
general manager,28.68,30.12,33.03,34.36,26.71,33.71,39.55,,,42.23,,,,36.83,,,,26.72,,26.67,,,19.80,,,,,20.49,,48.20,19.86,25.62,,,,,26.60,,,,,,,,,,,,,,,,,,9,14
intern,13.69,13.85,17.87,17.01,,19.36,11.45,15.69,24.17,,9.00,12.84,,,13.87,9.42,,,,12.82,9.58,12.75,,,,,,,,,,,,,,15.39,,,,,,,,,,,,,,,,,,,8,13
inventory,9.44,9.71,10.57,11.02,,,,,,9.14,10.03,,,,,,,,,,,,,,,,,,,10.22,,,,,,,,,,,,,,,,,,,,,,,,,2,4
inventory analyst,17.53,24.53,23.46,32.73,,32.74,,,,,,,,,,,,,,,23.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
inventory specialist,9.07,9.81,10.80,11.06,,10.92,,,,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
it manager,51.62,56.27,73.55,66.55,46.09,64.57,,59.20,56.18,56.80,51.07,,59.33,65.80,,,54.87,,61.53,,,,,48.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12
manager,36.73,30.58,50.61,36.03,30.66,38.56,27.53,19.94,49.85,34.38,,25.96,33.25,36.16,35.19,26.71,55.67,17.37,50.68,26.64,28.88,16.75,28.20,41.86,10.40,,,28.19,20.80,32.11,29.02,15.71,78.67,17.00,10.63,34.77,30.35,20.61,19.79,,,,,,,,,,,,,,,,27,33
market research analyst,30.89,36.37,42.07,45.88,,,,,41.09,,,,,,,,36.56,,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
marketing manager,42.07,45.49,58.16,59.00,34.49,47.57,24.99,50.37,51.30,46.59,,,,,52.31,,46.59,,56.55,28.70,,,,,,,,,,,,,64.32,,,,,,,,,,,,,,,,,,,,,,4,12
merchandiser,12.77,11.20,14.32,13.71,20.00,10.48,8.74,9.40,,10.15,,,,,,,,,,,,,,,,,,,,9.00,,11.03,,,,,,,,9.21,,,,,,,,,,,,,,,8,9
operations manager,20.17,24.90,23.54,27.60,17.98,30.32,24.30,41.20,47.28,24.68,,24.98,29.94,27.09,24.64,23.58,,25.58,,30.35,,20.85,16.67,15.25,14.24,,20.90,,,39.45,,15.72,26.50,11.00,,,,,,,,,,,,,,,,,,,,,7,23
operations research analyst,31.78,38.01,43.29,50.96,34.17,36.79,,,45.87,,,,,,,,36.91,,,,,,,,,,,,,,,,44.87,,,35.67,,,,,,,,,,,,,,,,,,,1,7
order selector,11.14,11.28,11.66,12.27,,10.81,9.64,16.09,11.64,9.72,,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7
outside sales,15.27,14.50,21.07,18.50,,9.76,,,,,,,,,,,,,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
product manager,34.40,38.48,48.75,49.40,37.07,48.00,25.43,43.91,51.18,30.64,,49.40,,,17.16,,45.19,,44.52,,,,,,,,,,,,,,,,,34.92,,,,,,,,,,,,,,,,,,,4,12
program manager,27.80,42.78,34.26,49.96,,,,55.00,40.29,,44.04,,,,,,46.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
project manager,27.20,37.58,39.49,44.32,26.35,39.00,34.92,45.91,44.03,33.44,35.26,46.55,44.79,47.17,31.10,,43.12,,35.53,29.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15
sales associate,7.51,8.47,8.99,9.38,7.82,9.23,7.70,7.84,,9.24,9.72,7.54,10.67,8.09,7.86,7.10,,7.87,,8.29,7.58,8.45,7.47,8.17,7.58,11.89,7.20,8.80,8.24,13.63,8.14,8.18,,7.18,8.75,,9.74,7.68,6.39,,9.53,,,,,,,,,,,,,,6,32
sales consultant,18.29,10.86,21.41,12.40,,6.54,,,,9.44,,,,,,,,,,,,,,8.65,,,,,,11.38,,,,,,,,,,,,,,,,,,,,,,,,,5,5
sales manager,19.25,18.13,22.95,20.22,,17.45,18.61,16.00,,18.97,16.79,14.07,27.03,20.96,14.23,,,,,,,21.89,,13.70,,,,,13.05,21.89,,,,,,,,,,,,,,,,,,,,,,,,,10,14
software engineer 5 - 10 years,37.27,47.27,51.55,61.35,36.83,,,,49.64,,49.24,,38.15,,,,46.25,,51.34,,,,,,,,,,,,,,77.19,,,39.50,,,,,,,,,,,,,,,,,,,2,9
software engineer < 3 years,32.63,38.55,44.52,46.17,39.90,26.00,23.33,25.93,41.11,,41.16,27.67,38.58,,,32.16,40.84,,49.17,34.13,,,,43.20,,,,47.64,38.21,,,,76.38,,,32.19,42.29,,,,,,,,,,,,,,,,,,7,19
software engineer h1b,39.90,46.18,53.23,58.87,40.25,49.24,49.23,43.20,46.80,,,55.82,,,,,44.40,43.83,53.04,35.59,,,,,,,,,38.54,,,,65.95,,48.98,37.87,,,,,,,,,,,,,,,,,,,4,15
store manager,28.96,27.89,32.86,30.57,29.24,39.35,26.75,43.30,,33.29,31.67,29.37,41.18,38.53,24.54,30.88,,28.61,,23.28,26.40,35.93,27.98,29.31,22.11,39.15,33.00,22.12,20.87,,18.58,25.15,,19.56,24.46,,19.06,16.61,18.10,17.21,,,,,,,,,,,,,,,18,31
team manager,10.84,13.81,13.00,15.27,,14.05,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
SCORE,45.2,216/478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGT,Target Corp,,,,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG,,
JOB,REAL WAGE HOURLY AVG,REAL WAGE HOURLY AVG INDUSTRY,UNADJUSTED HOURLY AVG,UNADJUSTED HOURLY AVG INDUSTRY,Gap Inc/The,Home Depot Inc/The,Macy's Inc,Amazon.com Inc,Best Buy Co Inc,Nordstrom Inc,Kohl's Corp,Staples Inc,Lowe's Cos Inc,JC Penney Co Inc,L Brands Inc,TJX Cos Inc/The,Expedia Inc,Bed Bath & Beyond Inc,Groupon Inc,Williams-Sonoma Inc,Ross Stores Inc,Dick's Sporting Goods Inc,Michaels Cos Inc/The,Office Depot Inc,Urban Outfitters Inc,Dillard's Inc,Burlington Stores Inc,Advance Auto Parts Inc,AutoZone Inc,CarMax Inc,Dollar General Corp,Ulta Salon Cosmetics & Fragrance Inc,Netflix Inc,Dollar Tree Inc,Tractor Supply Co,TripAdvisor Inc,Signet Jewelers Ltd,GameStop Corp,Foot Locker Inc,O'Reilly Automotive Inc,Cabela's Inc,,,,,,,,,,,,,,SCORE,MAX
accountant,26.83,27.37,29.47,33.69,,,,35.74,,,,20.47,,,,,26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
administrative assistant,18.67,14.95,20.97,17.55,,18.94,11.78,19.14,14.00,,11.29,,,,,,,,,,,10.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7
analyst,31.00,28.76,33.16,33.42,21.89,33.28,20.96,,29.42,30.15,,26.00,37.35,,,,29.28,,,,,,,,,,,,,,28.31,,,,,,,,,,,,,,,,,,,,,,,,8,10
art manager,30.00,29.30,32.44,34.31,,,23.45,,,,,,,34.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
asset protection,11.11,14.19,13.00,16.37,,16.47,13.23,,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,,,,,,,,,,,,,,2,5
assistant,14.03,16.28,15.54,21.16,15.21,,15.11,,10.08,14.09,26.02,,,30.65,17.15,,,13.82,,15.53,14.21,11.93,,,15.79,21.45,15.07,,,10.27,,,,,,,,,,,,,,,,,,,,,,,,,5,16
assistant manager,22.61,17.81,24.20,19.70,17.22,25.52,18.64,17.45,25.32,14.04,24.01,17.72,25.66,26.39,18.08,21.03,,23.52,,15.53,16.22,21.06,17.88,18.68,15.11,25.27,21.77,14.36,12.78,19.54,10.62,14.39,,9.46,14.88,,12.38,10.99,8.40,11.07,,,,,,,,,,,,,,,26,33
associate,9.11,8.74,10.24,9.79,8.89,8.64,8.26,11.41,8.50,9.46,8.26,,10.69,8.30,8.15,7.51,,8.13,,8.41,7.60,8.69,8.30,8.64,8.17,,8.63,,,,8.39,,,,,,10.00,,8.77,,,,,,,,,,,,,,,,19,23
business analyst,27.68,30.78,29.76,34.94,,36.00,28.77,31.98,31.55,28.18,33.00,23.16,,34.66,,29.24,33.74,,31.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12
buyer,45.46,31.59,49.23,40.43,,,23.95,27.96,38.27,36.83,,,,49.33,,29.94,,25.15,,22.16,29.60,,,,31.58,28.35,30.50,,,23.25,,,,,,,,,,,,,,,,,,,,,,,,,13,14
cashier,7.78,8.12,8.71,9.10,7.70,8.62,7.21,,8.24,8.91,7.38,7.68,10.82,,8.12,7.01,,7.31,,,7.52,7.92,7.37,8.26,8.07,11.55,7.06,,,,7.84,8.43,,7.16,8.56,,,8.70,6.36,,9.42,,,,,,,,,,,,,,12,26
category manager,17.77,24.49,20.16,30.53,,,,,,,,30.18,,,15.73,,,,,,,,,34.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
customer experience,22.89,15.61,27.06,18.39,10.83,,,,,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
customer experience manager,15.77,15.06,16.27,16.28,13.02,,,,27.47,,,,,,,8.91,,,,,,,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5
customer service manager,9.61,12.35,11.21,13.64,13.30,12.69,12.63,18.93,9.28,14.26,11.13,11.06,13.51,8.16,,9.58,,13.64,,,,9.26,11.45,13.35,,10.92,8.90,,8.83,,,,26.50,,,,,,,,,,,,,,,,,,,,,,7,20
customer service representative,9.48,9.99,10.44,10.94,8.15,10.93,9.84,11.91,9.44,11.66,9.00,10.16,10.24,8.57,9.50,8.55,,8.16,13.00,11.17,8.71,9.33,,9.69,10.83,10.69,,,8.41,,,,12.85,,,,,,,,9.60,,,,,,,,,,,,,,10,24
department manager,20.05,16.37,21.81,18.49,14.22,14.36,19.63,,16.50,17.14,9.76,,17.00,14.70,14.93,,,21.06,,,,,12.11,,15.28,19.40,,,,,,,,,,,,,,,19.47,,,,,,,,,,,,,,14,15
designer,28.20,28.90,31.38,41.01,29.42,,21.41,,,,37.77,,,,31.50,,,,,23.45,,,,,30.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
district manager,27.41,40.25,30.50,45.19,44.62,55.06,,,63.50,,,,,,40.65,,,,,,52.77,,,44.00,,,,36.79,30.88,,36.36,,,28.87,,,,33.04,,29.27,,,,,,,,,,,,,,,1,13
engineer,43.76,44.16,48.68,51.96,,,,46.98,,43.68,,,,,,,42.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
finance manager,61.45,47.64,68.11,57.17,34.69,55.35,27.23,52.06,55.33,,,,,,,,47.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7
